PAY ITEM,"CODED PAY ITEMS FOR THE Jan 17, 2020 LETTING DESCRIPTION",UNIT,ABBREVIATION,S
56103350,"DUCTILE IRON WATER MAIN  14""",FOOT   ,D I WATER MAIN  14,*
56103375,"DUCTILE IRON WATER MAIN  15""",FOOT   ,D I WATER MAIN  15,*
56103400,"DUCTILE IRON WATER MAIN  16""",FOOT   ,D I WATER MAIN  16,*
56103500,"DUCTILE IRON WATER MAIN  18""",FOOT   ,D I WATER MAIN  18,*
56103510,"DUCTILE IRON WATER MAIN  20""",FOOT   ,D I WATER MAIN  20,*
56103520,"DUCTILE IRON WATER MAIN  24""",FOOT   ,D I WATER MAIN  24,*
56103530,"DUCTILE IRON WATER MAIN  36""",FOOT   ,D I WATER MAIN  36,*
56103550,"DUCTILE IRON WATER MAIN, CLASS 52, 12""",FOOT   ,DI WATER MAIN CL52 12,
56103600,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT  2""",FOOT   ,D I WATER MAIN MJ  2,*
56103700,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT  4""",FOOT   ,D I WATER MAIN MJ  4,*
56103800,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT  6""",FOOT   ,D I WATER MAIN MJ  6,*
56103900,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT  8""",FOOT   ,D I WATER MAIN MJ  8,*
56104000,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 10""",FOOT   ,D I WATER MAIN MJ 10,*
56104100,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 12""",FOOT   ,D I WATER MAIN MJ 12,*
56104200,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 16""",FOOT   ,D I WATER MAIN MJ 16,*
56104300,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 18""",FOOT   ,D I WATER MAIN MJ 18,*
56104310,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 20""",FOOT   ,D I WATER MAIN MJ 20,*
56104320,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 24""",FOOT   ,D I WATER MAIN MJ 24,*
56104325,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 36""",FOOT   ,DI WATER MAIN MJ 24,
56104330,"WATER VALVES     3/4""",EACH   ,WATER VALVES     3/4,*
56104336,"DUCTILE IRON WATER MAIN, MECHANICAL JOINT 36""",FOOT   ,D I WATER MAIN MJ 36,*
56104400,"WATER VALVES   1""",EACH   ,WATER VALVES   1,*
56104445,"WATER VALVES   1 1/4""",EACH   ,WATER VALVES   1 1/4,*
56104500,"WATER VALVES   1 1/2""",EACH   ,WATER VALVES   1 1/2,*
56104600,"WATER VALVES   2""",EACH   ,WATER VALVES   2,*
56104605,"WATER VALVES   2 1/2""",EACH   ,WATER VALVES   2 1/2,*
56104700,"WATER VALVES   3""",EACH   ,WATER VALVES   3,*
56104800,"WATER VALVES   4""",EACH   ,WATER VALVES   4,*
56104900,"WATER VALVES   6""",EACH   ,WATER VALVES   6,*
56105000,"WATER VALVES   8""",EACH   ,WATER VALVES   8,*
56105100,"WATER VALVES  10""",EACH   ,WATER VALVES  10,*
56105200,"WATER VALVES  12""",EACH   ,WATER VALVES  12,*
56105250,"WATER VALVES  14""",EACH   ,WATER VALVES  14,*
56105300,"WATER VALVES  16""",EACH   ,WATER VALVES  16,*
56105310,WATER MAIN CONTROL VALVE-16 INCH,EACH   ,WAT MAIN CTRL VALV 16,*
56105400,"WATER VALVES  18""",EACH   ,WATER VALVES  18,*
56105410,"WATER VALVES  20""",EACH   ,WATER VALVES  20,*
56105420,"WATER VALVES  24""",EACH   ,WATER VALVES  24,*
56105430,"INSERTING VALVES  4""",EACH   ,INSERT VALVES  4,*
56105500,"INSERTING VALVES  6""",EACH   ,INSERT VALVES  6,*
56105600,"INSERTING VALVES  8""",EACH   ,INSERT VALVES  8,*
56105700,"INSERTING VALVES 10""",EACH   ,INSERT VALVES 10,*
56105702,"INSERTING VALVES 12""",EACH   ,INSERT VALVES 12,*
56105706,"INSERTING VALVES 16""",EACH   ,INSERT VALVES 16,*
56105710,"BUTTERFLY VALVES  4""",EACH   ,BUTTERFLY VALVES  4,*
56105720,"BUTTERFLY VALVES  6""",EACH   ,BUTTERFLY VALVES  6,*
56105730,"BUTTERFLY VALVES  8""",EACH   ,BUTTERFLY VALVES  8,*
56105740,"BUTTERFLY VALVES 10""",EACH   ,BUTTERFLY VALVES 10,*
56105750,"BUTTERFLY VALVES 12""",EACH   ,BUTTERFLY VALVES 12,*
56105760,"BUTTERFLY VALVES 16""",EACH   ,BUTTERFLY VALVES 16,*
56105770,"BUTTERFLY VALVES 18""",EACH   ,BUTTERFLY VALVES 18,*
56105780,"BUTTERFLY VALVES 20""",EACH   ,BUTTERFLY VALVES 20,*
56105790,"BUTTERFLY VALVES 24""",EACH   ,BUTTERFLY VALVES 24,*
56105795,"BUTTERFLY VALVES 36""",EACH   ,BUTTERFLY VALVES 36,
56105800,"ADJUSTING WATER MAIN  1""",FOOT   ,ADJ WATER MAIN  1,*
56105900,"ADJUSTING WATER MAIN  1 1/2""",FOOT   ,ADJ WATER MAIN  1 1/2,*
56106000,"ADJUSTING WATER MAIN  2""",FOOT   ,ADJ WATER MAIN  2,*
56106100,"ADJUSTING WATER MAIN  3""",FOOT   ,ADJ WATER MAIN  3,*
56106200,"ADJUSTING WATER MAIN  4""",FOOT   ,ADJ WATER MAIN  4,*
56106300,"ADJUSTING WATER MAIN  6""",FOOT   ,ADJ WATER MAIN  6,*
56106400,"ADJUSTING WATER MAIN  8""",FOOT   ,ADJ WATER MAIN  8,*
56106500,"ADJUSTING WATER MAIN 10""",FOOT   ,ADJ WATER MAIN 10,*
56106600,"ADJUSTING WATER MAIN 12""",FOOT   ,ADJ WATER MAIN 12,*
56106610,"ADJUSTING WATER MAIN 14""",FOOT   ,ADJ WATER MAIN 14,*
56106700,"ADJUSTING WATER MAIN 16""",FOOT   ,ADJ WATER MAIN 16,*
56106800,"ADJUSTING WATER MAIN 18""",FOOT   ,ADJ WATER MAIN 18,*
56106810,"ADJUSTING WATER MAIN 20""",FOOT   ,ADJ WATER MAIN 20,*
56106820,"ADJUSTING WATER MAIN 24""",FOOT   ,ADJ WATER MAIN 24,*
56106900,"REMOVE AND RELOCATE WATER MAIN  2""",FOOT   ,REM RELOC WAT MAIN  2,*
56107000,"REMOVE AND RELOCATE WATER MAIN  4""",FOOT   ,REM RELOC WAT MAIN  4,*
56107100,"REMOVE AND RELOCATE WATER MAIN  6""",FOOT   ,REM RELOC WAT MAIN  6,*
56107200,"REMOVE AND RELOCATE WATER MAIN  8""",FOOT   ,REM RELOC WAT MAIN  8,*
56107300,"REMOVE AND RELOCATE WATER MAIN 10""",FOOT   ,REM RELOC WAT MAIN 10,*
56107400,"REMOVE AND RELOCATE WATER MAIN 12""",FOOT   ,REM RELOC WAT MAIN 12,*
56107500,"REMOVE AND RELOCATE WATER MAIN 16""",FOOT   ,REM RELOC WAT MAIN 16,*
56107600,"REMOVE AND RELOCATE WATER MAIN 18""",FOOT   ,REM RELOC WAT MAIN 18,*
56107700,"ADJUSTING WATER VALVES   1""",EACH   ,ADJ WATER VALVE   1,*
56107800,"ADJUSTING WATER VALVES   1 1/2""",EACH   ,ADJ WATER VALVE 1 1/2,*
56107900,"ADJUSTING WATER VALVES   2""",EACH   ,ADJ WATER VALVE   2,*
56108000,"ADJUSTING WATER VALVES   3""",EACH   ,ADJ WATER VALVE   3,*
56108100,"ADJUSTING WATER VALVES   4""",EACH   ,ADJ WATER VALVE   4,*
56108200,"ADJUSTING WATER VALVES   6""",EACH   ,ADJ WATER VALVE   6,*
56108300,"ADJUSTING WATER VALVES   8""",EACH   ,ADJ WATER VALVE   8,*
56108400,"ADJUSTING WATER VALVES  10""",EACH   ,ADJ WATER VALVE  10,*
56108500,"ADJUSTING WATER VALVES  12""",EACH   ,ADJ WATER VALVE  12,*
56108600,"ADJUSTING WATER VALVES  16""",EACH   ,ADJ WATER VALVE  16,*
56108700,"ADJUSTING WATER VALVES  18""",EACH   ,ADJ WATER VALVE  18,*
56108710,"TAPPING VALVES AND SLEEVES  4""",EACH   ,TAP VALVE & SLEEVE  4,*
56108800,"TAPPING VALVES AND SLEEVES  6""",EACH   ,TAP VALVE & SLEEVE  6,*
56108900,"TAPPING VALVES AND SLEEVES  8""",EACH   ,TAP VALVE & SLEEVE  8,*
56109000,"TAPPING VALVES AND SLEEVES 10""",EACH   ,TAP VALVE & SLEEVE 10,*
56109100,"TAPPING VALVES AND SLEEVES 12""",EACH   ,TAP VALVE & SLEEVE 12,*
56109200,"TAPPING VALVES AND SLEEVES 16""",EACH   ,TAP VALVE & SLEEVE 16,*
56109204,"TAPPING VALVES AND SLEEVES 20""",EACH   ,TAP VALVE & SLEEVE 20,*
56109208,"TAPPING VALVES AND SLEEVES 36""",EACH   ,TAP VALVE & SLEEVE 36,
56109210,WATER VALVES TO BE ADJUSTED,EACH   ,WATER VALVES ADJUST,*
56109300,WATER VALVES TO BE MOVED,EACH   ,WATER VALVE MOVED,*
56109398,"DUCTILE IRON WATER MAIN FITTINGS 6"" 11.25 DEGREE BEND",EACH   ,DI WT MNF  6 11.25 DB,
56109400,"DUCTILE IRON WATER MAIN FITTINGS 8"" 11.25 DEGREE BEND",EACH   ,DI WT MNF  8 11.25 DB,
56109402,"DUCTILE IRON WATER MAIN FITTINGS 10"" 11.25 DEGREE BEND",EACH   ,DI WT MNF 10 11.25 DB,
56109404,"DUCTILE IRON WATER MAIN FITTINGS 12"" 11.25 DEGREE BEND",EACH   ,DI WT MNF 12 11.25 DB,
56109405,"DUCTILE IRON WATER MAIN FITTINGS 16"" 11.25 DEGREE BEND",EACH   ,DI WT MNF 16 11.25 DB,
56109406,"DUCTILE IRON WATER MAIN FITTINGS 20"" 11.25 DEGREE BEND",EACH   ,DI WT MNF 20 11.25 DB,
56109408,"DUCTILE IRON WATER MAIN FITTINGS 8"" 22.50 DEGREE BEND",EACH   ,DI WT MNF  8 22.50 DB,
56109410,"DUCTILE IRON WATER MAIN FITTINGS 10"" 22.50 DEGREE BEND",EACH   ,DI WT MNF 10 22.50 DB,
56109412,"DUCTILE IRON WATER MAIN FITTINGS 12"" 22.50 DEGREE BEND",EACH   ,DI WT MNF 12 22.50 DB,
56109413,"DUCTILE IRON WATER MAIN FITTINGS 16"" 22.50 DEGREE BEND",EACH   ,DI WT MNF 16 22.50 DB,
56109414,"DUCTILE IRON WATER MAIN FITTINGS 20"" 22.50 DEGREE BEND",EACH   ,DI WT MNF 20 22.50 DB,
56109416,"DUCTILE IRON WATER MAIN FITTINGS 4"" 45.00 DEGREE BEND",EACH   ,DI WT MNF  4 45.0  DB,
56109418,"DUCTILE IRON WATER MAIN FITTINGS 6"" 45.00 DEGREE BEND",EACH   ,DI WT MNF  6 45.0  DB,
56109420,"DUCTILE IRON WATER MAIN FITTINGS 8"" 45.00 DEGREE BEND",EACH   ,DI WT MNF  8 45.0  DB,
56109422,"DUCTILE IRON WATER MAIN FITTINGS 10"" 45.00 DEGREE BEND",EACH   ,DI WT MNF 10 45.0  DB,
56109424,"DUCTILE IRON WATER MAIN FITTINGS 12"" 45.00 DEGREE BEND",EACH   ,DI WT MNF 12 45.0  DB,
56109426,"DUCTILE IRON WATER MAIN FITTINGS 16"" 45.00 DEGREE BEND",EACH   ,DI WT MNF 16 45.0  DB,
56109428,"DUCTILE IRON WATER MAIN FITTINGS 20"" 45.00 DEGREE BEND",EACH   ,DI WT MNF 20 45.0  DB,
56109430,"DUCTILE IRON WATER MAIN FITTINGS 4"" 90.00 DEGREE BEND",EACH   ,DI WT MNF  4 90.0  DB,
56109432,"DUCTILE IRON WATER MAIN FITTINGS 6"" 90.00 DEGREE BEND",EACH   ,DI WT MNF  6 90.0  DB,
56109434,"DUCTILE IRON WATER MAIN FITTINGS 8"" 90.00 DEGREE BEND",EACH   ,DI WT MNF  8 90.0  DB,
56109436,"DUCTILE IRON WATER MAIN FITTINGS 10"" 90.00 DEGREE BEND",EACH   ,DI WT MNF 10 90.0  DB,
56109438,"DUCTILE IRON WATER MAIN FITTINGS 12"" 90.00 DEGREE BEND",EACH   ,DI WT MNF 12 90.0  DB,
56109440,"DUCTILE IRON WATER MAIN FITTINGS 16"" 90.00 DEGREE BEND",EACH   ,DI WT MNF 16 90.0  DB,
56109442,"DUCTILE IRON WATER MAIN FITTINGS 20"" 90.00 DEGREE BEND",EACH   ,DI WT MNF 20 90.0  DB,
56200100,"WATER SERVICE LINE  1/2""",FOOT   ,WATER SERV LINE 1/2,
56200200,"WATER SERVICE LINE  3/4""",FOOT   ,WATER SERV LINE 3/4,
56200300,"WATER SERVICE LINE 1""",FOOT   ,WATER SERV LINE 1,
56200400,"WATER SERVICE LINE 1 1/4""",FOOT   ,WATER SERV LINE 1 1/4,
56200500,"WATER SERVICE LINE 1 1/2""",FOOT   ,WATER SERV LINE 1 1/2,
56200600,"WATER SERVICE LINE 1 3/4""",FOOT   ,WATER SERV LINE 1 3/4,
56200700,"WATER SERVICE LINE 2""",FOOT   ,WATER SERV LINE 2,
56200800,"WATER SERVICE LINE 2 1/4""",FOOT   ,WATER SERV LINE 2 1/4,
56200900,"WATER SERVICE LINE 2 1/2""",FOOT   ,WATER SERV LINE 2 1/2,
56201000,"WATER SERVICE LINE 2 3/4""",FOOT   ,WATER SERV LINE 2 3/4,
56201100,"WATER SERVICE LINE 3""",FOOT   ,WATER SERV LINE 3,
56201120,"WATER SERVICE LINE 4""",FOOT   ,WATER SERV LINE 4,
56201160,"WATER SERVICE LINE 6""",FOOT   ,WATER SERV LINE 6,
56201200,"CORPORATION STOPS  1/2""",EACH   ,CORP STOPS  1/2,*
56201300,"CORPORATION STOPS   3/4""",EACH   ,CORP STOPS   3/4,*
56201400,"CORPORATION STOPS 1""",EACH   ,CORP STOPS 1,*
56201500,"CORPORATION STOPS 1 1/4""",EACH   ,CORP STOPS 1 1/4,*
56201600,"CORPORATION STOPS 1 1/2""",EACH   ,CORP STOPS 1 1/2,*
56201700,"CORPORATION STOPS 1 3/4""",EACH   ,CORP STOPS 1 3/4,*
56201800,"CORPORATION STOPS 2""",EACH   ,CORP STOPS 2,*
56300100,"ADJUSTING SANITARY SEWERS, 8-INCH DIAMETER OR LESS",FOOT   ,ADJ SAN SEWER 8 LESS,
56300200,"ADJUSTING SANITARY SEWERS, OVER 8-INCH DIAMETER",FOOT   ,ADJ SAN SEWER OVER 8,
56300300,ADJUSTING WATER SERVICE LINES,FOOT   ,ADJ WATER SERV LINES,
56400100,FIRE HYDRANTS TO BE MOVED,EACH   ,FIRE HYDNTS TO BE MVD,
56400200,FIRE HYDRANTS TO BE MOVED (SPECIAL),EACH   ,FIRE HYDNTS MOVED SPL,*
56400300,FIRE HYDRANTS TO BE ADJUSTED,EACH   ,FIRE HYDNTS TO BE ADJ,*
56400400,FIRE HYDRANTS TO BE RELOCATED,EACH   ,FIRE HYDNTS RELOCATED,*
56400500,FIRE HYDRANTS TO BE REMOVED,EACH   ,FIRE HYDNTS TO BE REM,*
56400510,FIRE HYDRANTS TO BE REMOVED AND REPLACED,EACH   ,FIRE HYDNT REM & REPL,*
56400600,FIRE HYDRANTS,EACH   ,FIRE HYDRANTS,*
56400700,FIRE HYDRANTS (SPECIAL),EACH   ,FIRE HYDRANTS SPL,*
56400710,FIRE HYDRANT AND VALVE (SPECIAL),EACH   ,FIRE HYDNT & VAL SPL,*
56400800,FIRE HYDRANT AND VALVE TO BE MOVED,EACH   ,FIRE HYDNT & VAL MVD,*
56400810,FIRE HYDRANT EXTENSION,FOOT   ,FIRE HYDRANT EXTEN,*
56400820,FIRE HYDRANT WITH AUXILIARY VALVE AND VALVE BOX,EACH   ,FIRE HYD W/AUX V & VB,*
56400825,"FIRE HYDRANT WITH AUXILIARY VALVE, VALVE BOX AND TEE",EACH   ,FIRE HYD W/A V VB & T,*
56500100,DOMESTIC METER VAULTS TO BE MOVED,EACH   ,DOM MET VLTS MOVED,
56500200,DOMESTIC WATER SERVICE BOXES TO BE MOVED,EACH   ,DOM WAT SER BOX MOVED,
56500300,DOMESTIC METER VAULTS TO BE ADJUSTED,EACH   ,DOM MET VLTS ADJ,*
56500400,DOMESTIC METER VAULTS TO BE REMOVED,EACH   ,DOM MET VLTS REM,*
56500500,DOMESTIC METER VAULTS,EACH   ,DOM MET VLTS,*
56500600,DOMESTIC WATER SERVICE BOXES TO BE ADJUSTED,EACH   ,DOM WAT SER BOX ADJ,*
56500700,DOMESTIC WATER SERVICE BOXES TO BE REMOVED,EACH   ,DOM WAT SER BOX REM,*
56500800,DOMESTIC WATER SERVICE BOXES,EACH   ,DOM WAT SER BOX,*
58000100,MEMBRANE WATERPROOFING,SQ FT  ,MEMBRANE WATERPROOF,
58100200,WATERPROOFING MEMBRANE SYSTEM,SQ YD  ,WATERPRF MEMBRANE SYS,
58300100,PORTLAND CEMENT MORTAR FAIRING COURSE,FOOT   ,PC MORTAR FAIRING CSE,
58600100,SAND BACKFILL,CU YD  ,SAND BACKFILL,
58600101,GRANULAR BACKFILL FOR STRUCTURES,CU YD  ,GRANULAR BACKFILL STR,
58700300,CONCRETE SEALER,SQ FT  ,CONCRETE SEALER,
59000200,EPOXY CRACK INJECTION,FOOT   ,EPOXY CRACK INJECTION,
59100100,GEOCOMPOSITE WALL DRAIN,SQ YD  ,GEOCOMPOSITE WALL DR,
59200101,BRIDGE WASHING NO.  1,EACH   ,BRIDGE WASHING  N1,
59200102,BRIDGE WASHING NO.  2,EACH   ,BRIDGE WASHING  N2,
59200103,BRIDGE WASHING NO.  3,EACH   ,BRIDGE WASHING  N3,
59200104,BRIDGE WASHING NO.  4,EACH   ,BRIDGE WASHING  N4,
59200105,BRIDGE WASHING NO.  5,EACH   ,BRIDGE WASHING  N5,
59200106,BRIDGE WASHING NO.  6,EACH   ,BRIDGE WASHING  N6,
59200107,BRIDGE WASHING NO.  7,EACH   ,BRIDGE WASHING  N7,
59200108,BRIDGE WASHING NO.  8,EACH   ,BRIDGE WASHING  N8,
59200109,BRIDGE WASHING NO.  9,EACH   ,BRIDGE WASHING  N9,
59200110,BRIDGE WASHING NO. 10,EACH   ,BRIDGE WASHING N10,
59200111,BRIDGE WASHING NO. 11,EACH   ,BRIDGE WASHING N11,
59200112,BRIDGE WASHING NO. 12,EACH   ,BRIDGE WASHING N12,
59200113,BRIDGE WASHING NO. 13,EACH   ,BRIDGE WASHING N13,
59200114,BRIDGE WASHING NO. 14,EACH   ,BRIDGE WASHING N14,
59200115,BRIDGE WASHING NO. 15,EACH   ,BRIDGE WASHING N15,
59200116,BRIDGE WASHING NO. 16,EACH   ,BRIDGE WASHING N16,
59200117,BRIDGE WASHING NO. 17,EACH   ,BRIDGE WASHING N17,
59200118,BRIDGE WASHING NO. 18,EACH   ,BRIDGE WASHING N18,
59200119,BRIDGE WASHING NO. 19,EACH   ,BRIDGE WASHING N19,
59200120,BRIDGE WASHING NO. 20,EACH   ,BRIDGE WASHING N20,
59200121,BRIDGE WASHING NO. 21,EACH   ,BRIDGE WASHING N21,
59200122,BRIDGE WASHING NO. 22,EACH   ,BRIDGE WASHING N22,
59200123,BRIDGE WASHING NO. 23,EACH   ,BRIDGE WASHING N23,
59200124,BRIDGE WASHING NO. 24,EACH   ,BRIDGE WASHING N24,
59200125,BRIDGE WASHING NO. 25,EACH   ,BRIDGE WASHING N25,
59200126,BRIDGE WASHING NO. 26,EACH   ,BRIDGE WASHING N26,
59200127,BRIDGE WASHING NO. 27,EACH   ,BRIDGE WASHING N27,
59200128,BRIDGE WASHING NO. 28,EACH   ,BRIDGE WASHING N28,
59200129,BRIDGE WASHING NO. 29,EACH   ,BRIDGE WASHING N29,
59200130,BRIDGE WASHING NO. 30,EACH   ,BRIDGE WASHING N30,
59200131,BRIDGE WASHING NO. 31,EACH   ,BRIDGE WASHING N31,
59200132,BRIDGE WASHING NO. 32,EACH   ,BRIDGE WASHING N32,
59200133,BRIDGE WASHING NO. 33,EACH   ,BRIDGE WASHING N33,
59200134,BRIDGE WASHING NO. 34,EACH   ,BRIDGE WASHING N34,
59200135,BRIDGE WASHING NO. 35,EACH   ,BRIDGE WASHING N35,
59200136,BRIDGE WASHING NO. 36,EACH   ,BRIDGE WASHING N36,
59200137,BRIDGE WASHING NO. 37,EACH   ,BRIDGE WASHING N37,
59200138,BRIDGE WASHING NO. 38,EACH   ,BRIDGE WASHING N38,
59200139,BRIDGE WASHING NO. 39,EACH   ,BRIDGE WASHING N39,
59200140,BRIDGE WASHING NO. 40,EACH   ,BRIDGE WASHING N40,
59200141,BRIDGE WASHING NO. 41,EACH   ,BRIDGE WASHING N41,
59200142,BRIDGE WASHING NO. 42,EACH   ,BRIDGE WASHING N42,
59200143,BRIDGE WASHING NO. 43,EACH   ,BRIDGE WASHING N43,
59200144,BRIDGE WASHING NO. 44,EACH   ,BRIDGE WASHING N44,
59200145,BRIDGE WASHING NO. 45,EACH   ,BRIDGE WASHING N45,
59200146,BRIDGE WASHING NO. 46,EACH   ,BRIDGE WASHING N46,
59200147,BRIDGE WASHING NO. 47,EACH   ,BRIDGE WASHING N47,
59200148,BRIDGE WASHING NO. 48,EACH   ,BRIDGE WASHING N48,
59200149,BRIDGE WASHING NO. 49,EACH   ,BRIDGE WASHING N49,
59200150,BRIDGE WASHING NO. 50,EACH   ,BRIDGE WASHING N50,
59300100,CONTROLLED LOW-STRENGTH MATERIAL,CU YD  ,CONTR LOW-STRENG MATL,
60100060,CONCRETE HEADWALLS FOR PIPE DRAINS,EACH   ,CONC HDWL FOR P DRAIN,
60100070,SHOULDER REMOVAL AND REPLACEMENT,FOOT   ,SHOULDER REM & REPL,
60100080,FRENCH DRAINS,CU YD  ,FRENCH DRAINS,
60100085,GEOTECHNICAL FABRIC FOR FRENCH DRAINS,SQ YD  ,GEO FAB-FRENCH DRAIN,
60100905,"PIPE DRAINS   4""",FOOT   ,PIPE DRAINS   4,
60100907,"PIPE DRAINS   5""",FOOT   ,PIPE DRAINS   5,
60100915,"PIPE DRAINS   6""",FOOT   ,PIPE DRAINS   6,
60100925,"PIPE DRAINS   8""",FOOT   ,PIPE DRAINS   8,
60100935,"PIPE DRAINS  10""",FOOT   ,PIPE DRAINS  10,
60100945,"PIPE DRAINS  12""",FOOT   ,PIPE DRAINS  12,
60100955,"PIPE DRAINS  15""",FOOT   ,PIPE DRAINS  15,
60100965,"PIPE DRAINS  18""",FOOT   ,PIPE DRAINS  18,
60100975,"PIPE DRAINS  21""",FOOT   ,PIPE DRAINS  21,
60100985,"PIPE DRAINS  24""",FOOT   ,PIPE DRAINS  24,
60101005,"PIPE DRAINS  27""",FOOT   ,PIPE DRAINS  27,
60101105,"PIPE DRAINS  30""",FOOT   ,PIPE DRAINS  30,
60101205,"PIPE DRAINS  33""",FOOT   ,PIPE DRAINS  33,
60101305,"PIPE DRAINS  36""",FOOT   ,PIPE DRAINS  36,
60101405,"PIPE DRAINS  42""",FOOT   ,PIPE DRAINS  42,
60101505,"PIPE DRAINS  48""",FOOT   ,PIPE DRAINS  48,
60103100,"PIPE DRAINS, CORRUGATED STEEL  4""",FOOT   ,PIPE DRAINS CS  4,
60103200,"PIPE DRAINS, CORRUGATED STEEL  6""",FOOT   ,PIPE DRAINS CS  6,
60103300,"PIPE DRAINS, CORRUGATED STEEL  8""",FOOT   ,PIPE DRAINS CS  8,
60103400,"PIPE DRAINS, CORRUGATED STEEL 10""",FOOT   ,PIPE DRAINS CS 10,
60103500,"PIPE DRAINS, CORRUGATED STEEL 12""",FOOT   ,PIPE DRAINS CS 12,
60103600,"PIPE DRAINS, CORRUGATED STEEL 15""",FOOT   ,PIPE DRAINS CS 15,
60103700,"PIPE DRAINS, CORRUGATED STEEL 18""",FOOT   ,PIPE DRAINS CS 18,
60103800,"PIPE DRAINS, CORRUGATED STEEL 21""",FOOT   ,PIPE DRAINS CS 21,
60103900,"PIPE DRAINS, CORRUGATED STEEL 24""",FOOT   ,PIPE DRAINS CS 24,
60104000,"PIPE DRAINS, CORRUGATED STEEL 27""",FOOT   ,PIPE DRAINS CS 27,
60104100,"PIPE DRAINS, CORRUGATED STEEL 30""",FOOT   ,PIPE DRAINS CS 30,
60104200,"PIPE DRAINS, CORRUGATED STEEL 33""",FOOT   ,PIPE DRAINS CS 33,
60104300,"PIPE DRAINS, CORRUGATED STEEL 36""",FOOT   ,PIPE DRAINS CS 36,
60104400,"PIPE DRAINS, CORRUGATED STEEL 42""",FOOT   ,PIPE DRAINS CS 42,
60104500,"PIPE DRAINS, CORRUGATED STEEL 48""",FOOT   ,PIPE DRAINS CS 48,
60104600,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY  4""",FOOT   ,PIPE DRAINS CS/AA  4,
60104700,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY  6""",FOOT   ,PIPE DRAINS CS/AA  6,
60104800,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY  8""",FOOT   ,PIPE DRAINS CS/AA  8,
60104900,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 10""",FOOT   ,PIPE DRAINS CS/AA 10,
60105000,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 12""",FOOT   ,PIPE DRAINS CS/AA 12,
60105100,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 15""",FOOT   ,PIPE DRAINS CS/AA 15,
60105200,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 18""",FOOT   ,PIPE DRAINS CS/AA 18,
60105300,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 21""",FOOT   ,PIPE DRAINS CS/AA 21,
60105400,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 24""",FOOT   ,PIPE DRAINS CS/AA 24,
60105500,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 27""",FOOT   ,PIPE DRAINS CS/AA 27,
60105600,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 30""",FOOT   ,PIPE DRAINS CS/AA 30,
60105700,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 33""",FOOT   ,PIPE DRAINS CS/AA 33,
60105800,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 36""",FOOT   ,PIPE DRAINS CS/AA 36,
60105900,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 42""",FOOT   ,PIPE DRAINS CS/AA 42,
60106000,"PIPE DRAINS, CORRUGATED STEEL OR ALUMINUM ALLOY 48""",FOOT   ,PIPE DRAINS CS/AA 48,
60106100,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL  4""",FOOT   ,PIPE DRAINS BCCS  4,
60106200,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL  6""",FOOT   ,PIPE DRAINS BCCS  6,
60106300,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL  8""",FOOT   ,PIPE DRAINS BCCS  8,
60106400,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL 10""",FOOT   ,PIPE DRAINS BCCS 10,
60106500,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL 12""",FOOT   ,PIPE DRAINS BCCS 12,
60106600,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL 15""",FOOT   ,PIPE DRAINS BCCS 15,
60106700,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL 18""",FOOT   ,PIPE DRAINS BCCS 18,
60106800,"PIPE DRAINS, BITUMINOUS COATED CORRUGATED STEEL 21""",FOOT   ,PIPE DRAINS BCCS 21,
